C2|aph(2'')-Ib|aph2b-2_4|EMV|ResFinder|AF207840.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ib|aph2b-2_4|ECV|ResFinder|AF207840.1	L	
C2|aph(7'')-Ia|aph7b-1_2|EMV|ResFinder|X03615.1	aph7b	E	M	V	ResFinder	C1|aph(7'')-Ia|aph7b-1_2|ECV|ResFinder|X03615.1	L	
C2|aph(6)-Ia|aph6-1_2|ECV|ResFinder|Y00459.1	aph6	E	C	V	ResFinder	C1|aph(6)-Ia|aph6-1_2|ECV|ResFinder|Y00459.1	L	
C2|aph(6)-Id|aph6-4_4|EMV|ResFinder|M28829.1	aph6	E	M	V	ResFinder	C1|aph(6)-Id|aph6-4_4|ECV|ResFinder|M28829.1	L	
C2|aph(3'')-Ia|aph3b-1_3|ECV|ResFinder|AP009493.1	aph3b	E	C	V	ResFinder	C1|aph(3'')-Ia|aph3b-1_3|ECV|ResFinder|AP009493.1	L	
C2|aph(3'')-Ib|aph3b-2_6|EMV|ResFinder|M28829.1	aph3b	E	M	V	ResFinder	C1|aph(3'')-Ib|aph3b-2_6|ECV|ResFinder|M28829.1	L	
C2|aadE-Cc|aad-16_1|ECV|ResFinder|CP013733.1	aad	E	C	V	ResFinder	C1|aadE-Cc|aad-16_1|ECV|ResFinder|CP013733.1	L	
C2|ant(2'')-Ia|ant-5_19|EMV|ResFinder|JF826500.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_19|ECV|ResFinder|JF826500.1	L	
C2|aph(3')-XV|aph3p-19_1|EMV|ResFinder|GQ626879.1	aph3p	E	M	V	ResFinder	C1|aph(3')-XV|aph3p-19_1|ECV|ResFinder|GQ626879.1	L	
C2|aph(3')-III|aph3p-3_4|EMV|ResFinder|AF330699.1	aph3p	E	M	V	ResFinder	C1|aph(3')-III|aph3p-3_4|ECV|ResFinder|AF330699.1	L	
C2|aph(3')-Va|aph3p-15_2|ECV|ResFinder|AB211959.1	aph3p	E	C	V	ResFinder	C1|aph(3')-Va|aph3p-15_2|ECV|ResFinder|AB211959.1	L	
C2|aph(3')-IIa|aph3p-4_2|EMV|ResFinder|V00618.1	aph3p	E	M	V	ResFinder	C1|aph(3')-IIa|aph3p-4_2|ECV|ResFinder|V00618.1	L	
C2|aph(3')-IIb|aph3p-5_2|EMV|ResFinder|CP006832.1	aph3p	E	M	V	ResFinder	C1|aph(3')-IIb|aph3p-5_2|ECV|ResFinder|CP006832.1	L	
C2|aph(3')-Ia|aph3p-9_10|EMV|ResFinder|EU287476.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_10|ECV|ResFinder|EU287476.1	L	
C2|aph(2'')-Ih|aph2b-7_1|EMV|ResFinder|KF652096.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ih|aph2b-7_1|ECV|ResFinder|KF652096.1	L	
C2|aph(2'')-Ig|aph2b-6_1|EMV|ResFinder|CP004067.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ig|aph2b-6_1|ECV|ResFinder|CP004067.1	L	
C2|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_1|EMV|ResFinder|AP009486.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_1|ECV|ResFinder|AP009486.1	L	
C2|ant(6)-Ia|ant-11_1|EMV|ResFinder|KF864551.1	ant	E	M	V	ResFinder	C1|ant(6)-Ia|ant-11_1|ECV|ResFinder|KF864551.1	L	
C2|aac(2')-Ia|aac2p-3_1|ECV|ResFinder|L06156.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ia|aac2p-3_1|ECV|ResFinder|L06156.1	L	
C2|aac(2')-Id|aac2p-6_2|ECV|ResFinder|U72743.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Id|aac2p-6_2|ECV|ResFinder|U72743.1	L	
C2|aac(2')-Ie|aac2p-7_1|ECV|ResFinder|NC011896.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ie|aac2p-7_1|ECV|ResFinder|NC011896.1	L	
C2|aac(3)-Ia|aac3-11_1|EMV|ResFinder|X15852.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ia|aac3-11_1|ECV|ResFinder|X15852.1	L	
C2|aac(3)-Ib-aac(6')-Ib|aac3-12_1|EMV|ResFinder|AF355189.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ib-aac(6')-Ib|aac3-12_1|ECV|ResFinder|AF355189.1	L	
C2|aac(3)-Ic|aac3-14_1|EMV|ResFinder|AJ511268.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ic|aac3-14_1|ECV|ResFinder|AJ511268.1	L	
C2|aac(3)-Id|aac3-15_2|EMV|ResFinder|AB114632.1	aac3	E	M	V	ResFinder	C1|aac(3)-Id|aac3-15_2|ECV|ResFinder|AB114632.1	L	
C2|aac(3)-Ig|aac3-17_1|ECV|ResFinder|CP000282.1	aac3	E	C	V	ResFinder	C1|aac(3)-Ig|aac3-17_1|ECV|ResFinder|CP000282.1	L	
C2|aac(3)-Ih|aac3-18_1|EMV|ResFinder|CP000490.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ih|aac3-18_1|ECV|ResFinder|CP000490.1	L	
C2|aac(3)-Ii|aac3-19_1|ECV|ResFinder|CP000356.1	aac3	E	C	V	ResFinder	C1|aac(3)-Ii|aac3-19_1|ECV|ResFinder|CP000356.1	L	
C2|aac(3)-II|aac3-6_12|EMV|ResFinder|X51534.1	aac3	E	M	V	ResFinder	C1|aac(3)-II|aac3-6_12|ECV|ResFinder|X51534.1	L	
C2|aac(3)-IIIa|aac3-3_1|ECV|ResFinder|X55652.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIIa|aac3-3_1|ECV|ResFinder|X55652.1	L	
C2|aac(3)-IIIc|aac3-5_1|ECV|ResFinder|L06161.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIIc|aac3-5_1|ECV|ResFinder|L06161.1	L	
C2|aac(3)-IV|aac3-8_1|EMV|ResFinder|X01385.1	aac3	E	M	V	ResFinder	C1|aac(3)-IV|aac3-8_1|ECV|ResFinder|X01385.1	L	
C2|aac(3)-VIIa|aac3-22_1|ECV|ResFinder|M22999.1	aac3	E	C	V	ResFinder	C1|aac(3)-VIIa|aac3-22_1|ECV|ResFinder|M22999.1	L	
C2|aac(6')-Ic|aac6p-26_1|ECV|ResFinder|M94066.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ic|aac6p-26_1|ECV|ResFinder|M94066.1	L	
C2|aac(6')-If|aac6p-27_1|ECV|ResFinder|X55353.1	aac6p	E	C	V	ResFinder	C1|aac(6')-If|aac6p-27_1|ECV|ResFinder|X55353.1	L	
C2|aac(6')-Im|aac6p-36_1|EMV|ResFinder|AF337947.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Im|aac6p-36_1|ECV|ResFinder|AF337947.1	L	
C2|aac(6')-I|aac6p-38_4|EMV|ResFinder|AF047556.1	aac6p	E	M	V	ResFinder	C1|aac(6')-I|aac6p-38_4|ECV|ResFinder|AF047556.1	L	
C2|aac(6')-Iad|aac6p-17_1|ECV|ResFinder|AB119105.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Iad|aac6p-17_1|ECV|ResFinder|AB119105.1	L	
C2|aac(6')-Iai|aac6p-20_1|EMV|ResFinder|EU886977.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Iai|aac6p-20_1|ECV|ResFinder|EU886977.1	L	
C2|aac(6')|aac6p-11_2|EMV|ResFinder|AY289608.1	aac6p	E	M	V	ResFinder	C1|aac(6')|aac6p-11_2|ECV|ResFinder|AY289608.1	L	
C2|aac(6')-IIb|aac6p-13_1|ECV|ResFinder|L06163.1	aac6p	E	C	V	ResFinder	C1|aac(6')-IIb|aac6p-13_1|ECV|ResFinder|L06163.1	L	
C2|aac(6')-IIc|aac6p-14_1|EMV|ResFinder|NC.012555	aac6p	E	M	V	ResFinder	C1|aac(6')-IIc|aac6p-14_1|ECV|ResFinder|NC.012555	L	
C2|aac(6')-Isa|aac6p-40_1|ECV|ResFinder|AB116646.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Isa|aac6p-40_1|ECV|ResFinder|AB116646.1	L	
C2|aacA43|aac6p-44_1|ECV|ResFinder|HQ247816.1	aac6p	E	C	V	ResFinder	C1|aacA43|aac6p-44_1|ECV|ResFinder|HQ247816.1	L	
C2|ant(3'')-Ia|ant-6_1|EMV|ResFinder|X02340.1	ant	E	M	V	ResFinder	C1|ant(3'')-Ia|ant-6_1|ECV|ResFinder|X02340.1	L	
C2|aadA|aad-11_3|EMV|ResFinder|Z50802.1	aad	E	M	V	ResFinder	C1|aadA|aad-11_3|ECV|ResFinder|Z50802.1	L	
C2|aadA9|aad-14_2|EMV|ResFinder|AJ420072.1	aad	E	M	V	ResFinder	C1|aadA9|aad-14_2|ECV|ResFinder|AJ420072.1	L	
C2|aadA14|aad-7_1|EMV|ResFinder|AJ884726.1	aad	E	M	V	ResFinder	C1|aadA14|aad-7_1|ECV|ResFinder|AJ884726.1	L	
C2|aadA16|aad-8_1|EMV|ResFinder|EU675686.1	aad	E	M	V	ResFinder	C1|aadA16|aad-8_1|ECV|ResFinder|EU675686.1	L	
C2|ant(4')-Ia/aadD|aad-15_1|EMV|ResFinder|AF181950.1	aad	E	M	V	ResFinder	C1|ant(4')-Ia/aadD|aad-15_1|ECV|ResFinder|AF181950.1	L	
C2|aadK|aad-17_1|ECV|ResFinder|M26879.1	aad	E	C	V	ResFinder	C1|aadK|aad-17_1|ECV|ResFinder|M26879.1	L	
C2|ant(3'')-Ii/aac(6')-IId|aac6p-45_1|EMV|ResFinder|AF453998.1	aac6p	E	M	V	ResFinder	C1|ant(3'')-Ii/aac(6')-IId|aac6p-45_1|ECV|ResFinder|AF453998.1	L	
C2|ant(4')-Ib|ant-9_1|ECV|ResFinder|AJ506108.1	ant	E	C	V	ResFinder	C1|ant(4')-Ib|ant-9_1|ECV|ResFinder|AJ506108.1	L	
C2|ant(4')-IIa|ant-7_1|ECV|ResFinder|M98270.1	ant	E	C	V	ResFinder	C1|ant(4')-IIa|ant-7_1|ECV|ResFinder|M98270.1	L	
C2|ant(4')-IIb|ant-8_2|EMV|ResFinder|AY114142.1	ant	E	M	V	ResFinder	C1|ant(4')-IIb|ant-8_2|ECV|ResFinder|AY114142.1	L	
C2|ant(6)-Ib|ant-13_1|ECV|ResFinder|FN594949.1	ant	E	C	V	ResFinder	C1|ant(6)-Ib|ant-13_1|ECV|ResFinder|FN594949.1	L	
C2|aph(2'')-Ic|aph2b-3_1|EMV|ResFinder|U51479.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ic|aph2b-3_1|ECV|ResFinder|U51479.1	L	
C2|aph(2'')-I|aph2b-4_2|EMV|ResFinder|AF016483.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-I|aph2b-4_2|ECV|ResFinder|AF016483.1	L	
C2|aph(3')-Ib|aph3p-10_3|EMV|ResFinder|M20305.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ib|aph3p-10_3|ECV|ResFinder|M20305.1	L	
C2|aph(3'')-Ic|aph3b-3_2|ECV|ResFinder|DQ336355.1	aph3b	E	C	V	ResFinder	C1|aph(3'')-Ic|aph3b-3_2|ECV|ResFinder|DQ336355.1	L	
C2|aph(3')-Id|aph3p-11_1|ECV|ResFinder|Z48231.1	aph3p	E	C	V	ResFinder	C1|aph(3')-Id|aph3p-11_1|ECV|ResFinder|Z48231.1	L	
C2|aph(3')-IIc|aph3p-6_1|ECV|ResFinder|AM743169.1	aph3p	E	C	V	ResFinder	C1|aph(3')-IIc|aph3p-6_1|ECV|ResFinder|AM743169.1	L	
C2|aph(3')-IV|aph3p-7_1|ECV|ResFinder|X03364.1	aph3p	E	C	V	ResFinder	C1|aph(3')-IV|aph3p-7_1|ECV|ResFinder|X03364.1	L	
C2|aph(3')-Vb|aph3p-16_1|ECV|ResFinder|M22126.1	aph3p	E	C	V	ResFinder	C1|aph(3')-Vb|aph3p-16_1|ECV|ResFinder|M22126.1	L	
C2|aph(3')-VIIa|aph3p-13_1|EMV|ResFinder|M29953.1	aph3p	E	M	V	ResFinder	C1|aph(3')-VIIa|aph3p-13_1|ECV|ResFinder|M29953.1	L	
C2|aph(3')-VIII|aph3p-12_1|ECV|ResFinder|ATGI01000028.1	aph3p	E	C	V	ResFinder	C1|aph(3')-VIII|aph3p-12_1|ECV|ResFinder|ATGI01000028.1	L	
C2|aph(4)-Ia|aph4-1_1|EMV|ResFinder|V01499.1	aph4	E	M	V	ResFinder	C1|aph(4)-Ia|aph4-1_1|ECV|ResFinder|V01499.1	L	
C2|aph(6)-Ic|aph6-3_1|EMV|ResFinder|X01702.1	aph6	E	M	V	ResFinder	C1|aph(6)-Ic|aph6-3_1|ECV|ResFinder|X01702.1	L	
C2|aph(9)-Ia|aph9-1_1|ECV|ResFinder|U94857.1	aph9	E	C	V	ResFinder	C1|aph(9)-Ia|aph9-1_1|ECV|ResFinder|U94857.1	L	
C2|aph(9)-Ib|aph9-3_1|ECV|ResFinder|U70376.1	aph9	E	C	V	ResFinder	C1|aph(9)-Ib|aph9-3_1|ECV|ResFinder|U70376.1	L	
C2|rmtB|rmt-2_2|EMV|ResFinder|JN968578.1	rmt	E	M	V	ResFinder	C1|rmtB|rmt-2_2|ECV|ResFinder|JN968578.1	L	
C2|rmtF|rmt-6_4|EMV|ResFinder|JQ808129.1	rmt	E	M	V	ResFinder	C1|rmtF|rmt-6_4|ECV|ResFinder|JQ808129.1	L	
C2|rmtG|rmt-7_3|EMV|ResFinder|JX486113.1	rmt	E	M	V	ResFinder	C1|rmtG|rmt-7_3|ECV|ResFinder|JX486113.1	L	
C2|rmtH|rmt-8_1|EMV|ResFinder|KC544262.1	rmt	E	M	V	ResFinder	C1|rmtH|rmt-8_1|ECV|ResFinder|KC544262.1	L	
C2|armA|misc-274_1|EMV|ResFinder|AY220558.1	misc	E	M	V	ResFinder	C1|armA|unc-274_1|ECV|ResFinder|AY220558.1	L	
C2|npmA|misc-305_2|ECV|ResFinder|AB261016.1	misc	E	C	V	ResFinder	C1|npmA|unc-305_2|ECV|ResFinder|AB261016.1	L	
C2|rmtC|rmt-3_1|EMV|ResFinder|AB194779.1	rmt	E	M	V	ResFinder	C1|rmtC|rmt-3_1|ECV|ResFinder|AB194779.1	L	
C2|rmtD|rmt-4_10|EMV|ResFinder|DQ914960.1	rmt	E	M	V	ResFinder	C1|rmtD|rmt-4_10|ECV|ResFinder|DQ914960.1	L	
C2|rmtE|rmt-5_2|EMV|ResFinder|GU201947.1	rmt	E	M	V	ResFinder	C1|rmtE|rmt-5_2|ECV|ResFinder|GU201947.1	L	
C2|ant(9)-Ia|ant-14_1|EMV|ResFinder|X02588.1	ant	E	M	V	ResFinder	C1|ant(9)-Ia|ant-14_1|ECV|ResFinder|X02588.1	L	
C2|str1/str2|misc-319_2|EMV|ResFinder|X92946.1	misc	E	M	V	ResFinder	C1|str1/str2|unc-319_2|ECV|ResFinder|X92946.1	L	
C2|aac(3)-VIa|aac3-23_1|EMV|ResFinder|NC.009838	aac3	E	M	V	ResFinder	C1|aac(3)-VIa|aac3-23_1|ECV|ResFinder|NC.009838	L	
C2|ant(9)-I|ant-15_2|EMV|ResFinder|M69221.1	ant	E	M	V	ResFinder	C1|ant(9)-I|ant-15_2|ECV|ResFinder|M69221.1	L	
C2|aac(6')-Ii|aac6p-30_1|ECV|ResFinder|L12710.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ii|aac6p-30_1|ECV|ResFinder|L12710.1	L	
C2|aac(3)-XI|aac3-24_1|EMV|ResFinder|CTEG01000046.1	aac3	E	M	V	ResFinder	C1|aac(3)-XI|aac3-24_1|ECV|ResFinder|CTEG01000046.1	L	
C2|aac(3)-VIII|aac3-20_2|ECV|ResFinder|AB211959.1	aac3	E	C	V	ResFinder	C1|aac(3)-VIII|aac3-20_2|ECV|ResFinder|AB211959.1	L	
C2|kmr|misc-300_1|ECV|ResFinder|ENA.ACB88605	misc	E	C	V	ResFinder	C1|kmr|unc-300_1|ECV|ResFinder|ENA.ACB88605	L	
C2|grdA|misc-294_1|EMV|ResFinder|QJX10702.1	misc	E	M	V	ResFinder	C1|grdA|unc-294_1|ECV|ResFinder|QJX10702.1	L	
C2|gar|misc-269_1|ECV|ResFinder|NG.070891	misc	E	C	V	ResFinder	C1|gar|unc-269_1|ECV|ResFinder|NG.070891	L	
C2|blaOXA-347|blaD2-60_1|EMV|ResFinder|ACWG01000053.1	blaD2	E	M	V	ResFinder	C1|blaOXA-347|blaD2-60_1|ECV|ResFinder|ACWG01000053.1	L	
C2|blaOXA|blaD1-19_5|ECV|ResFinder|JX306689.1	blaD1	E	C	V	ResFinder	C1|blaOXA|blaD1-19_5|ECV|ResFinder|JX306689.1	L	
C2|blaOXA|blaD1-20_13|EMV|ResFinder|AB901044.1	blaD1	E	M	V	ResFinder	C1|blaOXA|blaD1-20_13|ECV|ResFinder|AB901044.1	L	
C2|blaOXA|blaD2-64_100|ECV|ResFinder|AY306133.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-64_100|ECV|ResFinder|AY306133.1	L	
C2|blaOXA|blaD2-65_8|EMV|ResFinder|KM087865.1	blaD2	E	M	V	ResFinder	C1|blaOXA|blaD2-65_8|ECV|ResFinder|KM087865.1	L	
C2|blaOXA|blaD2-66_1|EMV|ResFinder|KJ584918.1	blaD2	E	M	V	ResFinder	C1|blaOXA|blaD2-66_1|ECV|ResFinder|KJ584918.1	L	
C2|blaOXA|blaD2-69_14|EMV|ResFinder|KP410856.1	blaD2	E	M	V	ResFinder	C1|blaOXA|blaD2-69_14|ECV|ResFinder|KP410856.1	L	
C2|blaOXA|blaD1-23_3|ECV|ResFinder|LC030178.1	blaD1	E	C	V	ResFinder	C1|blaOXA|blaD1-23_3|ECV|ResFinder|LC030178.1	L	
C2|blaOXA|blaD2-70_4|ECV|ResFinder|CP010800.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-70_4|ECV|ResFinder|CP010800.1	L	
C2|blaOXA|blaD2-73_37|ECV|ResFinder|KR061502.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-73_37|ECV|ResFinder|KR061502.1	L	
C2|blaOXA|blaD2-74_4|ECV|ResFinder|KU721146.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-74_4|ECV|ResFinder|KU721146.1	L	
C2|blaOXA|blaD2-77_15|ECV|ResFinder|KR182163.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-77_15|ECV|ResFinder|KR182163.1	L	
C2|blaOXA|blaD2-78_3|ECV|ResFinder|KU739135.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-78_3|ECV|ResFinder|KU739135.1	L	
C2|blaOXA|blaD2-79_2|EMV|ResFinder|KT200608.1	blaD2	E	M	V	ResFinder	C1|blaOXA|blaD2-79_2|ECV|ResFinder|KT200608.1	L	
C2|blaOXA|blaD2-84_2|EMV|ResFinder|KY094077.1	blaD2	E	M	V	ResFinder	C1|blaOXA|blaD2-84_2|ECV|ResFinder|KY094077.1	L	
C2|blaOXA|blaD1-21_2|EMV|ResFinder|KX827604.1	blaD1	E	M	V	ResFinder	C1|blaOXA|blaD1-21_2|ECV|ResFinder|KX827604.1	L	
C2|blaNDM|blaB1-67_1|EMV|ResFinder|KY503030.1	blaB1	E	M	V	ResFinder	C1|blaNDM|blaB1-67_1|ECV|ResFinder|KY503030.1	L	
C2|blaSGM|blaA-119_2|ECV|ResFinder|NG050614.1	blaA	E	C	V	ResFinder	C1|blaSGM|blaA-119_2|ECV|ResFinder|NG050614.1	L	
C2|blaL|blaA-100_2|ECV|ResFinder|NG050597.1	blaA	E	C	V	ResFinder	C1|blaL|blaA-100_2|ECV|ResFinder|NG050597.1	L	
C2|blaVH|blaA-128_1|ECV|ResFinder|AF217648.1	blaA	E	C	V	ResFinder	C1|blaVH|blaA-128_1|ECV|ResFinder|AF217648.1	L	
C2|blaSRT/blaSST|blaC-44_5|ECV|ResFinder|AB008455.1	blaC	E	C	V	ResFinder	C1|blaSRT/blaSST|blaC-44_5|ECV|ResFinder|AB008455.1	L	
C2|blaSPU/blaCSP|blaA-122_3|ECV|ResFinder|GQ919044.1	blaA	E	C	V	ResFinder	C1|blaSPU/blaCSP|blaA-122_3|ECV|ResFinder|GQ919044.1	L	
C2|blaSPG-1|blaB3-48_1|ECV|ResFinder|KP109680.1	blaB3	E	C	V	ResFinder	C1|blaSPG-1|blaB3-48_1|ECV|ResFinder|KP109680.1	L	
C2|blaSCO-1|blaA-113_1|EMV|ResFinder|EF063111.1	blaA	E	M	V	ResFinder	C1|blaSCO-1|blaA-113_1|ECV|ResFinder|EF063111.1	L	
C2|blaPLA/blaORN|blaA-109_13|ECV|ResFinder|DQ251478.1	blaA	E	C	V	ResFinder	C1|blaPLA/blaORN|blaA-109_13|ECV|ResFinder|DQ251478.1	L	
C2|blaPEDO-3|blaB1-68_1|ECV|ResFinder|KP109679.1	blaB1	E	C	V	ResFinder	C1|blaPEDO-3|blaB1-68_1|ECV|ResFinder|KP109679.1	L	
C2|blaPEDO-1|blaB3-45_1|ECV|ResFinder|KP109677.1	blaB3	E	C	V	ResFinder	C1|blaPEDO-1|blaB3-45_1|ECV|ResFinder|KP109677.1	L	
C2|blaOXA|blaD2-75_19|ECV|ResFinder|KR061501.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-75_19|ECV|ResFinder|KR061501.1	L	
C2|blaOXA|blaD2-71_10|ECV|ResFinder|KR061496.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-71_10|ECV|ResFinder|KR061496.1	L	
C2|blaOXA|blaD2-59_3|ECV|ResFinder|APPN01000080.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-59_3|ECV|ResFinder|APPN01000080.1	L	
C2|blaOXA-299|blaD2-54_1|ECV|ResFinder|APQD01000016.1	blaD2	E	C	V	ResFinder	C1|blaOXA-299|blaD2-54_1|ECV|ResFinder|APQD01000016.1	L	
C2|blaOXA|blaD2-53_2|ECV|ResFinder|APSA01000003.1	blaD2	E	C	V	ResFinder	C1|blaOXA|blaD2-53_2|ECV|ResFinder|APSA01000003.1	L	
C2|blaVCC-1|blaA-126_1|EMV|ResFinder|KT818596.1	blaA	E	M	V	ResFinder	C1|blaVCC-1|blaA-126_1|ECV|ResFinder|KT818596.1	L	
C2|blaPAM|blaB3-44_4|ECV|ResFinder|AB858498.1	blaB3	E	C	V	ResFinder	C1|blaPAM|blaB3-44_4|ECV|ResFinder|AB858498.1	L	
C2|blaTMB|blaB1-71_2|EMV|ResFinder|FR771847.1	blaB1	E	M	V	ResFinder	C1|blaTMB|blaB1-71_2|ECV|ResFinder|FR771847.1	L	
C2|blaACC|blaC-30_8|EMV|ResFinder|AF180952.1	blaC	E	M	V	ResFinder	C1|blaACC|blaC-30_8|ECV|ResFinder|AF180952.1	L	
C2|blaBEL|blaA-65_4|EMV|ResFinder|DQ089809.1	blaA	E	M	V	ResFinder	C1|blaBEL|blaA-65_4|ECV|ResFinder|DQ089809.1	L	
C2|cepA|blaA-134_6|ECV|ResFinder|L13472.1	blaA	E	C	V	ResFinder	C1|cepA|blaA-134_6|ECV|ResFinder|L13472.1	L	
C2|blaCMY|blaC-37_5|EMV|ResFinder|AY743434.1	blaC	E	M	V	ResFinder	C1|blaCMY|blaC-37_5|ECV|ResFinder|AY743434.1	L	
C2|blaDHA|blaC-39_35|EMV|ResFinder|Y16410.1	blaC	E	M	V	ResFinder	C1|blaDHA|blaC-39_35|ECV|ResFinder|Y16410.1	L	
C2|blaFONA|blaA-88_14|EMV|ResFinder|AJ251244.1	blaA	E	M	V	ResFinder	C1|blaFONA|blaA-88_14|ECV|ResFinder|AJ251244.1	L	
