C1|aph(2'')-Ih|aph2b-7_1|ECV|ResFinder|KF652096.1	aph2b	E	C	V	ResFinder	ResFinder-aph(2'')-Ih_1_KF652096_1
C1|aph(2'')-Ig|aph2b-6_1|ECV|ResFinder|CP004067.1	aph2b	E	C	V	ResFinder	ResFinder-aph(2'')-Ig_1_CP004067_1
C1|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_1|ECV|ResFinder|AP009486.1	aph2b	E	C	V	ResFinder	ResFinder-aph(2'')-Ia_2_AP009486_1
C1|ant(6)-Ia|ant-11_1|ECV|ResFinder|KF864551.1	ant	E	C	V	ResFinder	ResFinder-ant(6)-Ia_3_KF864551_1
C1|aac(2')-Ia|aac2p-3_1|ECV|ResFinder|L06156.1	aac2p	E	C	V	ResFinder	ResFinder-aac(2')-Ia_1_L06156_1
C1|aac(2')-Id|aac2p-6_2|ECV|ResFinder|U72743.1	aac2p	E	C	V	ResFinder	ResFinder-aac(2')-Id_1_U72743_1
C1|aac(2')-Ie|aac2p-7_1|ECV|ResFinder|NC011896.1	aac2p	E	C	V	ResFinder	ResFinder-aac(2')-Ie_1_NC011896_1
C1|aac(3)-Ia|aac3-11_1|ECV|ResFinder|X15852.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ia_1_X15852_1
C1|aac(3)-Ib-aac(6')-Ib|aac3-12_1|ECV|ResFinder|AF355189.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ib-aac(6')-Ib_1_AF355189_1
C1|aac(3)-Ic|aac3-14_1|ECV|ResFinder|AJ511268.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ic_1_AJ511268_1
C1|aac(3)-Id|aac3-15_2|ECV|ResFinder|AB114632.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Id_1_AB114632_1
C1|aac(3)-Ig|aac3-17_1|ECV|ResFinder|CP000282.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ig_1_CP000282_1
C1|aac(3)-Ih|aac3-18_1|ECV|ResFinder|CP000490.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ih_1_CP000490_1
C1|aac(3)-Ii|aac3-19_1|ECV|ResFinder|CP000356.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-Ii_1_CP000356_1
C1|aac(3)-II|aac3-6_12|ECV|ResFinder|X51534.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-IIa_1_X51534_1
C1|aac(3)-IIIa|aac3-3_1|ECV|ResFinder|X55652.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-IIIa_1_X55652_1
C1|aac(3)-IIIc|aac3-5_1|ECV|ResFinder|L06161.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-IIIc_1_L06161_1
C1|aac(3)-IV|aac3-8_1|ECV|ResFinder|X01385.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-IVa_1_X01385_1
C1|aac(3)-VIIa|aac3-22_1|ECV|ResFinder|M22999.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-VIIa_1_M22999_1
C1|aac(6')-Ic|aac6p-26_1|ECV|ResFinder|M94066.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Ic_1_M94066_1
C1|aac(6')-If|aac6p-27_1|ECV|ResFinder|X55353.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-If_1_X55353_1
C1|aac(6')-Im|aac6p-36_1|ECV|ResFinder|AF337947.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Im_1_AF337947_1
C1|aac(6')-I|aac6p-38_4|ECV|ResFinder|AF047556.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Iq_1_AF047556_1
C1|aac(6')-Iad|aac6p-17_1|ECV|ResFinder|AB119105.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Iad_1_AB119105_1
C1|aac(6')-Iai|aac6p-20_1|ECV|ResFinder|EU886977.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Iai_1_EU886977_1
C1|aac(6')|aac6p-11_2|ECV|ResFinder|AY289608.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-I30_1_AY289608_1
C1|aac(6')-IIb|aac6p-13_1|ECV|ResFinder|L06163.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-IIb_1_L06163_1
C1|aac(6')-IIc|aac6p-14_1|ECV|ResFinder|NC.012555	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-IIc_1_NC_012555_1
C1|aac(6')-Isa|aac6p-40_1|ECV|ResFinder|AB116646.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Isa_1_AB116646_1
C1|aacA43|aac6p-44_1|ECV|ResFinder|HQ247816.1	aac6p	E	C	V	ResFinder	ResFinder-aacA43_1_HQ247816_1
C1|ant(3'')-Ia|ant-6_1|ECV|ResFinder|X02340.1	ant	E	C	V	ResFinder	ResFinder-ant(3'')-Ia_1_X02340_1
C1|aadA|aad-11_3|ECV|ResFinder|Z50802.1	aad	E	C	V	ResFinder	ResFinder-aadA4_1_Z50802_1
C1|aadA9|aad-14_2|ECV|ResFinder|AJ420072.1	aad	E	C	V	ResFinder	ResFinder-aadA9_1_AJ420072_1
C1|aadA14|aad-7_1|ECV|ResFinder|AJ884726.1	aad	E	C	V	ResFinder	ResFinder-aadA14_1_AJ884726_1
C1|aadA16|aad-8_1|ECV|ResFinder|EU675686.1	aad	E	C	V	ResFinder	ResFinder-aadA16_1_EU675686_1
C1|ant(4')-Ia/aadD|aad-15_1|ECV|ResFinder|AF181950.1	aad	E	C	V	ResFinder	ResFinder-aadD_1_AF181950_1
C1|aadK|aad-17_1|ECV|ResFinder|M26879.1	aad	E	C	V	ResFinder	ResFinder-aadK_1_M26879_1
C1|ant(3'')-Ii/aac(6')-IId|aac6p-45_1|ECV|ResFinder|AF453998.1	aac6p	E	C	V	ResFinder	ResFinder-ant(3'')-Ii-aac(6')-IId_1_AF453998_1
C1|ant(4')-Ib|ant-9_1|ECV|ResFinder|AJ506108.1	ant	E	C	V	ResFinder	ResFinder-ant(4')-Ib_1_AJ506108_1
C1|ant(4')-IIa|ant-7_1|ECV|ResFinder|M98270.1	ant	E	C	V	ResFinder	ResFinder-ant(4')-IIa_1_M98270_1
C1|ant(4')-IIb|ant-8_2|ECV|ResFinder|AY114142.1	ant	E	C	V	ResFinder	ResFinder-ant(4')-IIb_1_AY114142_1
C1|ant(6)-Ib|ant-13_1|ECV|ResFinder|FN594949.1	ant	E	C	V	ResFinder	ResFinder-ant(6)-Ib_1_FN594949_1
C1|aph(2'')-Ic|aph2b-3_1|ECV|ResFinder|U51479.1	aph2b	E	C	V	ResFinder	ResFinder-aph(2'')-Ic_1_U51479_1
C1|aph(2'')-I|aph2b-4_2|ECV|ResFinder|AF016483.1	aph2b	E	C	V	ResFinder	ResFinder-aph(2'')-Id_1_AF016483_1
C1|aph(3')-Ib|aph3p-10_3|ECV|ResFinder|M20305.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-Ib_1_M20305_1
C1|aph(3'')-Ic|aph3b-3_2|ECV|ResFinder|DQ336355.1	aph3b	E	C	V	ResFinder	ResFinder-aph(3'')-Ic_1_DQ336355_1
C1|aph(3')-Id|aph3p-11_1|ECV|ResFinder|Z48231.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-Id_1_Z48231_1
C1|aph(3')-IIc|aph3p-6_1|ECV|ResFinder|AM743169.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-IIc_1_AM743169_1
C1|aph(3')-IV|aph3p-7_1|ECV|ResFinder|X03364.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-IV_1_X03364_1
C1|aph(3')-Vb|aph3p-16_1|ECV|ResFinder|M22126.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-Vb_1_M22126_1
C1|aph(3')-VIIa|aph3p-13_1|ECV|ResFinder|M29953.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-VIIa_1_M29953_1
C1|aph(3')-VIII|aph3p-12_1|ECV|ResFinder|ATGI01000028.1	aph3p	E	C	V	ResFinder	ResFinder-aph(3')-VIII_1_ATGI01000028_1
C1|aph(4)-Ia|aph4-1_1|ECV|ResFinder|V01499.1	aph4	E	C	V	ResFinder	ResFinder-aph(4)-Ia_1_V01499_1
C1|aph(6)-Ic|aph6-3_1|ECV|ResFinder|X01702.1	aph6	E	C	V	ResFinder	ResFinder-aph(6)-Ic_1_X01702_1
C1|aph(9)-Ia|aph9-1_1|ECV|ResFinder|U94857.1	aph9	E	C	V	ResFinder	ResFinder-aph(9)-Ia_1_U94857_1
C1|aph(9)-Ib|aph9-3_1|ECV|ResFinder|U70376.1	aph9	E	C	V	ResFinder	ResFinder-aph(9)-Ib_1_U70376_1
C1|rmtB|rmt-2_2|ECV|ResFinder|JN968578.1	rmt	E	C	V	ResFinder	ResFinder-rmtB2_1_JN968578_1
C1|rmtF|rmt-6_4|ECV|ResFinder|JQ808129.1	rmt	E	C	V	ResFinder	ResFinder-rmtF_1_JQ808129_1
C1|rmtG|rmt-7_3|ECV|ResFinder|JX486113.1	rmt	E	C	V	ResFinder	ResFinder-rmtG_1_JX486113_1
C1|rmtH|rmt-8_1|ECV|ResFinder|KC544262.1	rmt	E	C	V	ResFinder	ResFinder-rmtH_1_KC544262_1
C1|armA|unc-274_1|ECV|ResFinder|AY220558.1	unc	E	C	V	ResFinder	ResFinder-armA_1_AY220558_1
C1|npmA|unc-305_2|ECV|ResFinder|AB261016.1	unc	E	C	V	ResFinder	ResFinder-npmA_1_AB261016_1
C1|rmtC|rmt-3_1|ECV|ResFinder|AB194779.1	rmt	E	C	V	ResFinder	ResFinder-rmtC_1_AB194779_1
C1|rmtD|rmt-4_10|ECV|ResFinder|DQ914960.1	rmt	E	C	V	ResFinder	ResFinder-rmtD_1_DQ914960_1
C1|rmtE|rmt-5_2|ECV|ResFinder|GU201947.1	rmt	E	C	V	ResFinder	ResFinder-rmtE_1_GU201947_1
C1|ant(9)-Ia|ant-14_1|ECV|ResFinder|X02588.1	ant	E	C	V	ResFinder	ResFinder-ant(9)-Ia_1_X02588_1
C1|str1/str2|unc-319_2|ECV|ResFinder|X92946.1	unc	E	C	V	ResFinder	ResFinder-str_1_X92946_1
C1|aac(3)-VIa|aac3-23_1|ECV|ResFinder|NC.009838	aac3	E	C	V	ResFinder	ResFinder-aac(3)-VIa_2_NC_009838_1
C1|ant(9)-I|ant-15_2|ECV|ResFinder|M69221.1	ant	E	C	V	ResFinder	ResFinder-ant(9)-Ia_2_M69221_1
C1|aac(6')-Ii|aac6p-30_1|ECV|ResFinder|L12710.1	aac6p	E	C	V	ResFinder	ResFinder-aac(6')-Ii_1_L12710_1
C1|aac(3)-XI|aac3-24_1|ECV|ResFinder|CTEG01000046.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-XI_1_CTEG01000046_1
C1|aac(3)-VIII|aac3-20_2|ECV|ResFinder|AB211959.1	aac3	E	C	V	ResFinder	ResFinder-aac(3)-VIII_1_AB211959_1
C1|kmr|unc-300_1|ECV|ResFinder|ENA.ACB88605	unc	E	C	V	ResFinder	ResFinder-kmr_1_ENA_ACB88605_1
C1|grdA|unc-294_1|ECV|ResFinder|QJX10702.1	unc	E	C	V	ResFinder	ResFinder-grdA_1_QJX10702_1
C1|gar|unc-269_1|ECV|ResFinder|NG.070891	unc	E	C	V	ResFinder	ResFinder-Gar_1_NG_070891_1
C1|blaOXA-347|blaD2-60_1|ECV|ResFinder|ACWG01000053.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-347_1_ACWG01000053_1
C1|blaOXA|blaD1-19_5|ECV|ResFinder|JX306689.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-364_1_JX306689_1
C1|blaOXA|blaD1-20_13|ECV|ResFinder|AB901044.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-392_1_AB901044_1
C1|blaOXA|blaD2-64_100|ECV|ResFinder|AY306133.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-395_1_AY306133_1
C1|blaOXA|blaD2-65_8|ECV|ResFinder|KM087865.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-397_1_KM087865_1
C1|blaOXA|blaD2-66_1|ECV|ResFinder|KJ584918.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-409_1_KJ584918_1
C1|blaOXA|blaD2-69_14|ECV|ResFinder|KP410856.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-437_1_KP410856_1
C1|blaOXA|blaD1-23_3|ECV|ResFinder|LC030178.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-443_1_LC030178_1
C1|blaOXA|blaD2-70_4|ECV|ResFinder|CP010800.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-444_1_CP010800_1
C1|blaOXA|blaD2-73_37|ECV|ResFinder|KR061502.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-450_1_KR061502_1
C1|blaOXA|blaD2-74_4|ECV|ResFinder|KU721146.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-464_1_KU721146_1
C1|blaOXA|blaD2-77_15|ECV|ResFinder|KR182163.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-470_1_KR182163_1
C1|blaOXA|blaD2-78_3|ECV|ResFinder|KU739135.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-493_1_KU739135_1
C1|blaOXA|blaD2-79_2|ECV|ResFinder|KT200608.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-496_1_KT200608_1
C1|blaOXA|blaD2-84_2|ECV|ResFinder|KY094077.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-539_1_KY094077_1
C1|blaOXA|blaD1-21_2|ECV|ResFinder|KX827604.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-427_1_KX827604_1
C1|blaNDM|blaB1-67_1|ECV|ResFinder|KY503030.1	blaB1	E	C	V	ResFinder	ResFinder-blaNDM-18_1_KY503030_1
C1|blaSGM|blaA-119_2|ECV|ResFinder|NG050614.1	blaA	E	C	V	ResFinder	ResFinder-blaSGM-7_1_NG050614_1
C1|blaL|blaA-100_2|ECV|ResFinder|NG050597.1	blaA	E	C	V	ResFinder	ResFinder-blaL_1_NG050597_1
C1|blaVH|blaA-128_1|ECV|ResFinder|AF217648.1	blaA	E	C	V	ResFinder	ResFinder-blaVHW-1_1_AF217648_1
C1|blaSRT/blaSST|blaC-44_5|ECV|ResFinder|AB008455.1	blaC	E	C	V	ResFinder	ResFinder-blaSST-1_1_AB008455_1
C1|blaSPU/blaCSP|blaA-122_3|ECV|ResFinder|GQ919044.1	blaA	E	C	V	ResFinder	ResFinder-blaSPU-1_1_GQ919044_1
C1|blaSPG-1|blaB3-48_1|ECV|ResFinder|KP109680.1	blaB3	E	C	V	ResFinder	ResFinder-blaSPG-1_1_KP109680_1
C1|blaSCO-1|blaA-113_1|ECV|ResFinder|EF063111.1	blaA	E	C	V	ResFinder	ResFinder-blaSCO-1_1_EF063111_1
C1|blaPLA/blaORN|blaA-109_13|ECV|ResFinder|DQ251478.1	blaA	E	C	V	ResFinder	ResFinder-blaPLA-6A_1_DQ251478_1
C1|blaPEDO-3|blaB1-68_1|ECV|ResFinder|KP109679.1	blaB1	E	C	V	ResFinder	ResFinder-blaPEDO-3_1_KP109679_1
C1|blaPEDO-1|blaB3-45_1|ECV|ResFinder|KP109677.1	blaB3	E	C	V	ResFinder	ResFinder-blaPEDO-1_1_KP109677_1
C1|blaOXA|blaD2-75_19|ECV|ResFinder|KR061501.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-466_1_KR061501_1
C1|blaOXA|blaD2-71_10|ECV|ResFinder|KR061496.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-447_1_KR061496_1
C1|blaOXA|blaD2-59_3|ECV|ResFinder|APPN01000080.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-308_1_APPN01000080_1
C1|blaOXA-299|blaD2-54_1|ECV|ResFinder|APQD01000016.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-299_1_APQD01000016_1
C1|blaOXA|blaD2-53_2|ECV|ResFinder|APSA01000003.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-298_1_APSA01000003_1
C1|blaVCC-1|blaA-126_1|ECV|ResFinder|KT818596.1	blaA	E	C	V	ResFinder	ResFinder-blaVCC-1_1_KT818596_1
C1|blaPAM|blaB3-44_4|ECV|ResFinder|AB858498.1	blaB3	E	C	V	ResFinder	ResFinder-blaPAM-1_1_AB858498_1
C1|blaTMB|blaB1-71_2|ECV|ResFinder|FR771847.1	blaB1	E	C	V	ResFinder	ResFinder-blaTMB-1_1_FR771847_1
C1|blaACC|blaC-30_8|ECV|ResFinder|AF180952.1	blaC	E	C	V	ResFinder	ResFinder-blaACC-2_1_AF180952_1
C1|blaBEL|blaA-65_4|ECV|ResFinder|DQ089809.1	blaA	E	C	V	ResFinder	ResFinder-blaBEL-1_1_DQ089809_1
C1|cepA|blaA-134_6|ECV|ResFinder|L13472.1	blaA	E	C	V	ResFinder	ResFinder-cepA_1_L13472_1
C1|blaCMY|blaC-37_5|ECV|ResFinder|AY743434.1	blaC	E	C	V	ResFinder	ResFinder-blaCMY-18_1_AY743434_1
C1|blaDHA|blaC-39_35|ECV|ResFinder|Y16410.1	blaC	E	C	V	ResFinder	ResFinder-blaDHA-1_1_Y16410_1
C1|blaFONA|blaA-88_14|ECV|ResFinder|AJ251244.1	blaA	E	C	V	ResFinder	ResFinder-blaFONA-6_1_AJ251244_1
C1|blaFOX|blaC-40_19|ECV|ResFinder|X77455.1	blaC	E	C	V	ResFinder	ResFinder-blaFOX-1_1_X77455_1
C1|blaGMB-1|blaB1-49_1|ECV|ResFinder|MZ215787.1	blaB1	E	C	V	ResFinder	ResFinder-blaGMB-1_1_MZ215787_1
C1|blaGOB|blaB3-40_8|ECV|ResFinder|AY647248.1	blaB3	E	C	V	ResFinder	ResFinder-blaGOB-11_1_AY647248_1
C1|blaHERA|blaA-93_7|ECV|ResFinder|AF311385.1	blaA	E	C	V	ResFinder	ResFinder-blaHERA-1_1_AF311385_1
C1|blaIND|blaB1-60_8|ECV|ResFinder|AF219127.1	blaB1	E	C	V	ResFinder	ResFinder-blaIND-2_2_AF219127_1
C1|blaLEN|blaA-98_1|ECV|ResFinder|AY130286.1	blaA	E	C	V	ResFinder	ResFinder-blaLEN3_1_AY130286_1
C1|blaMAL/blaCKO|blaA-101_3|ECV|ResFinder|AJ277209.1	blaA	E	C	V	ResFinder	ResFinder-blaMAL-1_1_AJ277209_1
C1|blaMOX|blaC-41_9|ECV|ResFinder|GQ152600.1	blaC	E	C	V	ResFinder	ResFinder-blaMOX-5_1_GQ152600_1
C1|blaOCH|blaC-42_8|ECV|ResFinder|AJ295340.1	blaC	E	C	V	ResFinder	ResFinder-blaOCH-2_1_AJ295340_1
C1|blaOXA|blaD2-90_8|ECV|ResFinder|AY066004.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-SHE_1_AY066004_1
C1|blaOXA|blaD2-86_3|ECV|ResFinder|AF347074.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-5_1_AF347074_1
C1|blaOXA|blaD1-26_2|ECV|ResFinder|KQ089875.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-9_1_KQ089875_1
C1|blaOXA-18|blaD1-15_1|ECV|ResFinder|U85514.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-18_1_U85514_1
C1|blaOXA-29|blaD1-18_1|ECV|ResFinder|AJ400619.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-29_1_AJ400619_1
C1|blaOXA|blaD1-22_4|ECV|ResFinder|AJ488302.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-42_1_AJ488302_1
C1|blaOXA-45|blaD1-25_1|ECV|ResFinder|AJ519683.1	blaD1	E	C	V	ResFinder	ResFinder-blaOXA-45_1_AJ519683_1
C1|blaOXA|blaD2-81_4|ECV|ResFinder|AY288523.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-49_1_AY288523_1
C1|blaOXA-60|blaD2-87_4|ECV|ResFinder|AF525303.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-60_1_AF525303_1
C1|blaOXA-85|blaD2-89_1|ECV|ResFinder|JANA01000064.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-85_1_JANA01000064_1
C1|blaOXA-198|blaD2-40_1|ECV|ResFinder|HQ634775.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-198_1_HQ634775_1
C1|blaOXA|blaD2-44_7|ECV|ResFinder|JN861782.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-214_1_JN861782_1
C1|blaOXA|blaD2-63_3|ECV|ResFinder|KJ746496.1	blaD2	E	C	V	ResFinder	ResFinder-blaOXA-372_1_KJ746496_1
C1|blaPDC/blaPAO|blaC-43_563|ECV|ResFinder|AY083595.1	blaC	E	C	V	ResFinder	ResFinder-blaPAO_1_AY083595_1
C1|blaPER|blaA-107_15|ECV|ResFinder|GU944725.1	blaA	E	C	V	ResFinder	ResFinder-blaPER-1_1_GU944725_1
C1|blaROB|blaA-112_13|ECV|ResFinder|DQ840517.1	blaA	E	C	V	ResFinder	ResFinder-blaROB-1_1_DQ840517_1
C1|blaTEM|blaA-123_187|ECV|ResFinder|AF047171.1	blaA	E	C	V	ResFinder	ResFinder-blaTEM-60_1_AF047171_1
C1|blaVEB|blaA-127_38|ECV|ResFinder|HM370393.1	blaA	E	C	V	ResFinder	ResFinder-blaVEB-1_1_HM370393_1
C1|blaSMB-1|blaB3-47_1|ECV|ResFinder|AB636283.1	blaB3	E	C	V	ResFinder	ResFinder-blaSMB-1_1_AB636283_1
C1|blaNPS/blaLCR|blaD2-33_2|ECV|ResFinder|AY027589.1	blaD2	E	C	V	ResFinder	ResFinder-blaNPS_1_AY027589_1
C1|blaFAR-1|blaA-86_1|ECV|ResFinder|AF024601.1	blaA	E	C	V	ResFinder	ResFinder-blaFAR-1_1_AF024601_1
C1|blaKHM-1|blaB1-65_1|ECV|ResFinder|AB364006.1	blaB1	E	C	V	ResFinder	ResFinder-blaKHM-1_1_AB364006_1
C1|blaSIM|blaB1-69_2|ECV|ResFinder|JF731030.1	blaB1	E	C	V	ResFinder	ResFinder-blaSIM-1_1_JF731030_1
